"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"1130","CRI","Costa Rica",2020,12179.2566735195,NA,1.555,3.1,49.2,NA,5123105,22,3126.39985872259,2991.35869674803,NA,NA,1.908,2.98275,18.1,17.075,NA,53.5,NA,NA,582640,14505410.5
"1131","CUB","Cuba",2020,9499.57250428248,NA,1.5,2.5,NA,NA,11300698,39,12179.2566735195,5533.35200501724,NA,NA,1.555,2.313,3.1,9.85,49.2,51.35,NA,NA,5123105,14360643.25
"1132","CUW","Curacao",2020,16356.0933594414,NA,1.4,NA,NA,NA,154947,NA,9499.57250428248,6581.20395429408,NA,NA,1.5,2.25375,2.5,8.9,NA,49.2,NA,NA,11300698,4453152.25
"1133","CYM","Cayman Islands",2020,84018.3325792543,NA,NA,NA,NA,NA,67311,NA,16356.0933594414,10290.3305989915,NA,NA,1.4,1.59075,NA,7.9,NA,49.2,NA,NA,154947,4290347.5
"1134","CYP","Cyprus",2020,28281.412109375,NA,1.328,2.5,31.7,NA,1237537,68,84018.3325792543,30513.3137791244,NA,NA,NA,1.485,NA,2.8,NA,49.2,NA,NA,67311,4161515.25
"1135","CZE","Czechia",2020,22992.8793833348,NA,1.74,2.5,26.2,NA,10697858,3,28281.412109375,34538.8526380883,NA,NA,1.328,1.40933333333333,2.5,2.5,31.7,31.7,NA,NA,1237537,3190123.25
"1136","DEU","Germany",2020,46749.4762280016,NA,1.53,2.5,32.4,NA,83160871,4,22992.8793833348,37912.1793578514,NA,NA,1.74,1.48933333333333,2.5,2.5,26.2,28.95,NA,NA,10697858,3039413.25
"1137","DJI","Djibouti",2020,2921.73870623293,NA,2.848,17.3,NA,NA,1090156,234,46749.4762280016,45510.5250749914,NA,NA,1.53,1.53266666666667,2.5,2.5,32.4,30.1,NA,NA,83160871,23790894.25
"1138","DMA","Dominica",2020,7003.46989117043,NA,1.597,7.1,NA,NA,71995,NA,2921.73870623293,25236.3766067361,NA,NA,2.848,1.8615,17.3,6.2,NA,30.1,NA,NA,1090156,24046605.5
"1139","DNK","Denmark",2020,60836.5924121638,NA,1.68,2.5,27.5,NA,5831404,5,7003.46989117043,19916.8910521849,NA,NA,1.597,1.92875,7.1,7.35,NA,29.3,NA,NA,71995,23755220
"1140","DOM","Dominican Republic",2020,7167.91497432809,NA,2.303,6.3,39.6,NA,10999664,107,60836.5924121638,29377.8193093922,NA,NA,1.68,1.91375,2.5,7.35,27.5,29.95,NA,NA,5831404,22538606.5
"1141","DZA","Algeria",2020,3794.40952448639,NA,2.942,2.5,NA,NA,43451666,78,7167.91497432809,19482.4289959738,NA,NA,2.303,2.107,6.3,8.3,39.6,33.55,NA,NA,10999664,4498304.75
"1142","ECU","Ecuador",2020,5450.43376119582,NA,2.051,14.1,47.3,NA,17588595,66,3794.40952448639,19700.5967005372,NA,NA,2.942,2.1305,2.5,4.6,NA,33.55,NA,NA,43451666,15088682.25
"1143","EGY","Egypt, Arab Rep.",2020,3571.5569065135,NA,2.96,6.4,NA,NA,107465134,17,5450.43376119582,19312.3376680435,NA,NA,2.051,2.244,14.1,6.35,47.3,38.1333333333333,NA,NA,17588595,19467832.25
"1144","ERI","Eritrea",2020,NA,NA,3.933,NA,NA,NA,3555868,322,3571.5569065135,4996.07879163095,NA,NA,2.96,2.564,6.4,7.325,NA,43.45,NA,NA,107465134,44876264.75
"1145","ESP","Spain",2020,26984.2962770279,NA,1.19,2.5,34.9,NA,47365655,3,NA,4272.13339739857,NA,NA,3.933,2.9715,NA,7.66666666666667,NA,47.3,NA,NA,3555868,43015315.75
"1146","EST","Estonia",2020,23565.1759437969,NA,1.58,2.5,30.7,NA,1329522,5,26984.2962770279,12002.0956482457,NA,NA,1.19,2.5335,2.5,7.66666666666667,34.9,41.1,NA,NA,47365655,43993813
"1147","ETH","Ethiopia",2020,918.652594077418,NA,4.243,22.3,NA,NA,117190911,267,23565.1759437969,18040.3430424461,NA,NA,1.58,2.41575,2.5,3.8,30.7,32.8,NA,NA,1329522,39929044.75
"1148","FIN","Finland",2020,49169.7193388499,NA,1.37,2.5,27.1,NA,5529543,8,918.652594077418,17156.0416049674,NA,NA,4.243,2.7365,22.3,9.1,NA,32.8,NA,NA,117190911,42360489
"1149","FJI","Fiji",2020,4815.68912941764,NA,2.495,5.9,NA,NA,920422,38,49169.7193388499,25159.461038438,NA,NA,1.37,2.09575,2.5,7.45,27.1,30.9,NA,NA,5529543,42853907.75
"1150","FRA","France",2020,39179.7442596057,NA,1.83,2.5,30.7,NA,67571107,8,4815.68912941764,19617.3092515355,NA,NA,2.495,2.422,5.9,8.3,NA,28.9,NA,NA,920422,31242599.5
"1151","FRO","Faroe Islands",2020,62234.9686802048,NA,2.3243,NA,NA,NA,52415,NA,39179.7442596057,23520.9513304877,NA,NA,1.83,2.4845,2.5,8.3,30.7,28.9,NA,NA,67571107,47802995.75
"1152","FSM","Micronesia, Fed. Sts.",2020,3318.28804881095,NA,2.754,NA,NA,NA,112106,74,62234.9686802048,38850.0303520195,NA,NA,2.3243,2.004825,NA,3.63333333333333,NA,28.9,NA,NA,52415,18518371.75
"1153","GAB","Gabon",2020,6680.08267035383,NA,3.548,22.1,NA,NA,2292573,227,3318.28804881095,27387.1725295098,NA,NA,2.754,2.350825,NA,4.2,NA,30.7,NA,NA,112106,17164012.5
"1154","GBR","United Kingdom",2020,40217.0090116986,NA,1.56,2.5,32.6,NA,67081234,10,6680.08267035383,27853.2709147438,NA,NA,3.548,2.614075,22.1,12.3,NA,30.7,NA,NA,2292573,17507050.25
"1155","GEO","Georgia",2020,4300.85701291207,NA,1.971,3,34.5,NA,3722716,28,40217.0090116986,28112.587102767,NA,NA,1.56,2.546575,2.5,12.3,32.6,32.6,NA,NA,67081234,17384582
"1156","GHA","Ghana",2020,2176.57621804239,NA,3.623,5.1,NA,NA,32180401,263,4300.85701291207,13629.0591859439,NA,NA,1.971,2.45825,3,9.2,34.5,33.55,NA,NA,3722716,18302157.25
"1157","GIB","Gibraltar",2020,NA,NA,1.855,NA,NA,NA,32709,NA,2176.57621804239,13343.6312282517,NA,NA,3.623,2.6755,5.1,8.175,NA,33.55,NA,NA,32180401,26319231
"1158","GIN","Guinea",2020,1073.65933900139,NA,4.489,12.4,NA,NA,13205153,553,NA,15564.8140808844,NA,NA,1.855,2.25225,NA,3.53333333333333,NA,33.55,NA,NA,32709,25754265
"1159","GMB","Gambia, The",2020,704.030462837221,13.8,4.777,18.7,38.8,97.8,2573995,458,1073.65933900139,2517.03085665195,NA,NA,4.489,2.9845,12.4,6.83333333333333,NA,34.5,NA,NA,13205153,12285244.75
"1160","GNB","Guinea-Bissau",2020,754.27069401163,NA,4.094,36.8,NA,NA,2015828,725,704.030462837221,1318.08867329367,13.8,13.8,4.777,3.686,18.7,12.0666666666667,38.8,38.8,97.8,97.8,2573995,11998064.5
"1161","GNQ","Equatorial Guinea",2020,6198.94251851904,NA,4.346,NA,NA,NA,1596049,212,754.27069401163,843.98683195008,NA,13.8,4.094,3.80375,36.8,22.6333333333333,NA,38.8,NA,97.8,2015828,4456921.25
"1162","GRC","Greece",2020,17617.2915057014,NA,1.39,2.5,33.6,NA,10698599,8,6198.94251851904,2182.72575359232,NA,13.8,4.346,4.4265,NA,22.6333333333333,NA,38.8,NA,97.8,1596049,4847756.25
"1163","GRD","Grenada",2020,8437.5367823125,NA,2.023,NA,NA,NA,123663,21,17617.2915057014,6318.63379526732,NA,13.8,1.39,3.65175,2.5,19.3333333333333,33.6,36.2,NA,97.8,10698599,4221117.75
"1164","GRL","Greenland",2020,54693.0766804265,NA,2.019,NA,NA,NA,56367,NA,8437.5367823125,8252.01037513614,NA,NA,2.023,2.96325,NA,19.65,NA,33.6,NA,NA,123663,3608534.75
"1165","GTM","Guatemala",2020,4609.89725752869,NA,2.484,13.5,NA,NA,16858333,96,54693.0766804265,21736.7118717399,NA,NA,2.019,2.4445,NA,2.5,NA,33.6,NA,NA,56367,3118669.5
"1166","GUM","Guam",2020,34958.1341479989,NA,2.593,NA,NA,NA,169231,NA,4609.89725752869,21339.4505564923,NA,NA,2.484,1.979,13.5,8,NA,33.6,NA,NA,16858333,6934240.5
"1167","GUY","Guyana",2020,6863.07434593017,NA,2.418,3,NA,89.2,797202,112,34958.1341479989,25674.6612170666,NA,NA,2.593,2.27975,NA,13.5,NA,NA,NA,NA,169231,4301898.5
"1168","HKG","Hong Kong SAR, China",2020,46109.2299946609,NA,0.883,2.5,NA,NA,7481000,NA,6863.07434593017,25281.0456079711,NA,NA,2.418,2.3785,3,8.25,NA,NA,89.2,89.2,797202,4470283.25
"1169","HND","Honduras",2020,2307.13093003215,NA,2.394,16.2,NA,NA,10121763,72,46109.2299946609,23135.0839365297,NA,NA,0.883,2.0945,2.5,6.33333333333333,NA,NA,NA,89.2,7481000,6326441.5
"1170","HRV","Croatia",2020,14383.8695000306,NA,1.48,2.5,29.5,NA,4047680,5,2307.13093003215,22559.3923546555,NA,NA,2.394,2.072,16.2,7.23333333333333,NA,NA,NA,89.2,10121763,4642299
"1171","HTI","Haiti",2020,1283.14122785939,NA,2.869,43.3,NA,NA,11306801,350,14383.8695000306,17415.8261926635,NA,NA,1.48,1.79375,2.5,6.05,29.5,29.5,NA,89.2,4047680,5611911.25
"1172","HUN","Hungary",2020,16131.9540355923,NA,1.59,2.5,29.7,NA,9750149,15,1283.14122785939,16020.8429131458,NA,NA,2.869,1.9065,43.3,16.125,NA,29.5,NA,NA,11306801,8239311
"1173","IDN","Indonesia",2020,3895.61815200225,NA,2.194,6.1,35.3,NA,271857970,173,16131.9540355923,8526.52392337861,NA,NA,1.59,2.08325,2.5,16.125,29.7,29.6,NA,NA,9750149,8806598.25
"1174","IMN","Isle of Man",2020,79530.5623233187,NA,1.569,NA,NA,NA,84046,NA,3895.61815200225,8923.64572887114,NA,NA,2.194,2.03325,6.1,13.6,35.3,31.5,NA,NA,271857970,74240650
"1175","IND","India",2020,1915.55158799947,NA,2.051,15.9,33.8,NA,1396387127,103,79530.5623233187,25210.3189346932,NA,NA,1.569,2.0555,NA,17.3,NA,32.5,NA,NA,84046,73249741.5
"1176","IRL","Ireland",2020,85973.0884875501,NA,1.63,2.5,29.2,NA,4985382,5,1915.55158799947,25368.4215247282,NA,NA,2.051,1.851,15.9,8.16666666666667,33.8,32.9333333333333,NA,NA,1396387127,419519823
"1177","IRN","Iran, Islamic Rep.",2020,2746.41948317591,NA,1.708,6.2,35.8,NA,87290193,22,85973.0884875501,42828.7051377176,NA,NA,1.63,1.861,2.5,8.16666666666667,29.2,32.7666666666667,NA,NA,4985382,418328631.25
"1178","IRQ","Iraq",2020,4250.74290829159,NA,3.551,16.4,NA,NA,42556984,76,2746.41948317591,42541.405470511,NA,NA,1.708,1.7395,6.2,8.2,35.8,32.9333333333333,NA,NA,87290193,372186687
"1179","ISL","Iceland",2020,59023.5663465778,NA,1.72,2.5,NA,NA,366463,3,4250.74290829159,23721.4506167543,NA,NA,3.551,2.235,16.4,10.25,NA,32.9333333333333,NA,NA,42556984,382804921.5
"1180","ISR","Israel",2020,44846.7915954816,NA,2.9,2.5,37.8,NA,9215100,3,59023.5663465778,37998.4543063989,NA,NA,1.72,2.15225,2.5,6.9,NA,32.5,NA,NA,366463,33799755.5
"1181","ITA","Italy",2020,31922.9191626183,NA,1.24,2.5,35.2,NA,59438851,5,44846.7915954816,27716.8800833817,NA,NA,2.9,2.46975,2.5,6.9,37.8,36.8,NA,NA,9215100,34857185
"1182","JAM","Jamaica",2020,4897.26476180879,NA,1.358,7.5,NA,NA,2820436,99,31922.9191626183,35011.0050032423,NA,NA,1.24,2.35275,2.5,5.975,35.2,36.5,NA,NA,59438851,27894349.5
"1183","JOR","Jordan",2020,3998.67313829235,NA,2.873,NA,NA,NA,10928721,41,4897.26476180879,35172.6354666216,NA,NA,1.358,1.8045,7.5,3.75,NA,36.5,NA,NA,2820436,17960212.5
"1184","JPN","Japan",2020,40040.7655055923,NA,1.33,2.7,NA,NA,126261000,4,3998.67313829235,21416.4121645503,NA,NA,2.873,2.09275,NA,4.16666666666667,NA,36.5,NA,NA,10928721,20600777
"1185","KAZ","Kazakhstan",2020,9121.63640904156,NA,3.13,2.5,28.7,NA,18755666,13,40040.7655055923,20214.9056420779,NA,NA,1.33,1.70025,2.7,4.23333333333333,NA,35.2,NA,NA,126261000,49862252
"1186","KEN","Kenya",2020,1936.25075454374,12.5,3.397,24.7,36.2,92.8,51985780,530,9121.63640904156,14514.5849536838,NA,NA,3.13,2.17275,2.5,4.23333333333333,28.7,28.7,NA,NA,18755666,39691455.75
"1187","KGZ","Kyrgyz Republic",2020,1256.92922601263,NA,3.1,4.6,29,NA,6579900,50,1936.25075454374,13774.3314518675,12.5,12.5,3.397,2.6825,24.7,9.96666666666667,36.2,32.45,92.8,92.8,51985780,51982791.75
"1188","KHM","Cambodia",2020,1577.91173991645,NA,2.381,4.6,NA,NA,16396860,218,1256.92922601263,13088.8954737976,NA,12.5,3.1,2.73925,4.6,8.625,29,31.3,NA,92.8,6579900,50895586.5
"1189","KIR","Kiribati",2020,1763.15507074083,NA,3.333,12.1,NA,NA,126463,76,1577.91173991645,3473.18203237859,NA,12.5,2.381,3.002,4.6,9.1,NA,31.3,NA,92.8,16396860,23429551.5
"1190","KNA","St. Kitts and Nevis",2020,18553.423916339,NA,1.55,NA,NA,NA,47642,NA,1763.15507074083,1633.56169780341,NA,12.5,3.333,3.05275,12.1,11.5,NA,32.6,NA,92.8,126463,18772250.75
"1191","KOR","Korea, Rep.",2020,31721.2989141857,NA,0.837,2.5,32.7,NA,51836239,8,18553.423916339,5787.85498825223,NA,NA,1.55,2.591,NA,7.1,NA,29,NA,NA,47642,5787716.25
"1192","KWT","Kuwait",2020,24656.4337134064,NA,2.14,2.5,NA,NA,4360444,7,31721.2989141857,13403.9474102955,NA,NA,0.837,2.02525,2.5,6.4,32.7,32.7,NA,NA,51836239,17101801
"1193","LAO","Lao PDR",2020,2593.35571817336,NA,2.541,5.2,NA,NA,7319399,126,24656.4337134064,19173.577903668,NA,NA,2.14,1.965,2.5,5.7,NA,32.7,NA,NA,4360444,14092697
"1194","LBN","Lebanon",2020,5599.95752260733,NA,2.103,NA,NA,NA,5662923,21,2593.35571817336,19381.1280655261,NA,NA,2.541,1.767,5.2,3.4,NA,32.7,NA,NA,7319399,15890931
"1195","LBR","Liberia",2020,624.289710007737,30.3,4.174,37.8,NA,97.8,5087584,652,5599.95752260733,16142.7614670932,NA,NA,2.103,1.90525,NA,3.4,NA,32.7,NA,NA,5662923,17294751.25
"1196","LBY","Libya",2020,9872.11114427602,NA,2.507,7.9,NA,NA,6653942,72,624.289710007737,8368.50916604871,30.3,30.3,4.174,2.7395,37.8,15.1666666666667,NA,NA,97.8,97.8,5087584,5607587.5
"1197","LCA","St. Lucia",2020,8356.67855538872,NA,1.411,NA,NA,NA,179237,73,9872.11114427602,4672.42852376611,NA,30.3,2.507,2.83125,7.9,16.9666666666667,NA,NA,NA,97.8,6653942,6180962
"1198","LIE","Liechtenstein",2020,165287.186766512,NA,1.46,NA,NA,NA,38756,NA,8356.67855538872,6113.25923306995,NA,30.3,1.411,2.54875,NA,22.85,NA,NA,NA,97.8,179237,4395921.5
"1199","LKA","Sri Lanka",2020,3846.17449566736,NA,2,5.7,NA,NA,21919000,29,165287.186766512,46035.0665440461,NA,30.3,1.46,2.388,NA,22.85,NA,NA,NA,97.8,38756,2989879.75
"1200","LSO","Lesotho",2020,910.93494753765,NA,3.049,43.7,NA,NA,2254100,566,3846.17449566736,46840.537740461,NA,NA,2,1.8445,5.7,6.8,NA,NA,NA,NA,21919000,7197733.75
"1201","LTU","Lithuania",2020,20381.8557827478,NA,1.48,2.5,36,NA,2794885,9,910.93494753765,44600.2436912764,NA,NA,3.049,1.98,43.7,24.7,NA,NA,NA,NA,2254100,6097773.25
"1202","LUX","Luxembourg",2020,116905.370396853,NA,1.36,2.5,33.4,NA,630419,6,20381.8557827478,47606.5379981162,NA,NA,1.48,1.99725,2.5,17.3,36,36,NA,NA,2794885,6751685.25
"1203","LVA","Latvia",2020,18096.2027073394,NA,1.55,2.5,35.7,NA,1900449,18,116905.370396853,35511.0839057015,NA,NA,1.36,1.97225,2.5,13.6,33.4,34.7,NA,NA,630419,6899601
"1204","MAC","Macao SAR, China",2020,37474.7345945939,NA,1.072,7.1,NA,NA,676283,NA,18096.2027073394,39073.5909586195,NA,NA,1.55,1.85975,2.5,12.8,35.7,35.0333333333333,NA,NA,1900449,1894963.25
"1205","MAF","St. Martin (French part)",2020,NA,NA,2.448,NA,NA,NA,32553,NA,37474.7345945939,48214.5408703835,NA,NA,1.072,1.3655,7.1,3.65,NA,35.0333333333333,NA,NA,676283,1500509
"1206","MAR","Morocco",2020,3258.26904296875,NA,2.353,5.3,NA,NA,36688772,72,NA,57492.1025662621,NA,NA,2.448,1.6075,NA,4.03333333333333,NA,34.55,NA,NA,32553,809926
"1207","MCO","Monaco",2020,182537.387370109,NA,NA,NA,NA,NA,36922,NA,3258.26904296875,19609.7354483007,NA,NA,2.353,1.85575,5.3,4.96666666666667,NA,35.7,NA,NA,36688772,9824514.25
"1208","MDA","Moldova",2020,4375.7788930524,NA,1.77,2.5,NA,NA,2635130,12,182537.387370109,74423.4636692239,NA,NA,NA,1.95766666666667,NA,6.2,NA,NA,NA,NA,36922,9358632.5
"1209","MDG","Madagascar",2020,462.404228818383,NA,3.918,49.5,NA,NA,28225177,392,4375.7788930524,63390.4784353767,NA,NA,1.77,2.19033333333333,2.5,3.9,NA,NA,NA,NA,2635130,9848344.25
"1210","MDV","Maldives",2020,7216.81637703018,NA,1.712,NA,NA,NA,514438,57,462.404228818383,47658.4598837371,NA,NA,3.918,2.68033333333333,49.5,19.1,NA,NA,NA,NA,28225177,16896500.25
"1211","MEX","Mexico",2020,8895.61521605941,NA,1.905,2.5,44.6,NA,125998302,59,7216.81637703018,48648.0967172525,NA,NA,1.712,2.46666666666667,NA,26,NA,NA,NA,NA,514438,7852916.75
"1212","MHL","Marshall Islands",2020,5545.60026741253,NA,2.777,NA,NA,NA,43413,NA,8895.61521605941,5237.65367874009,NA,NA,1.905,2.32625,2.5,18.1666666666667,44.6,44.6,NA,NA,125998302,39343261.75
"1213","MKD","North Macedonia",2020,6659.59651070776,NA,1.31,3.2,NA,NA,1856124,3,5545.60026741253,5530.10902233013,NA,NA,2.777,2.578,NA,26,NA,44.6,NA,NA,43413,38695332.5
"1214","MLI","Mali",2020,822.906136832132,NA,6.035,9.7,NA,NA,21224040,440,6659.59651070776,7079.40709280247,NA,NA,1.31,1.926,3.2,2.85,NA,44.6,NA,NA,1856124,32103069.25
"1215","MLT","Malta",2020,29592.5714840718,NA,1.13,3.7,31.4,NA,515332,3,822.906136832132,5480.92953275296,NA,NA,6.035,3.00675,9.7,5.13333333333333,NA,44.6,NA,NA,21224040,37280469.75
"1216","MMR","Myanmar",2020,1478.87278562378,NA,2.174,3.4,NA,NA,53423198,179,29592.5714840718,10655.1685997561,NA,NA,1.13,2.813,3.7,5.53333333333333,31.4,31.4,NA,NA,515332,5909727.25
"1217","MNE","Montenegro",2020,7677.37132106817,NA,1.75,2.5,35.4,NA,621306,6,1478.87278562378,9638.48672930887,NA,NA,2.174,2.66225,3.4,5,NA,31.4,NA,NA,53423198,19254673.5
"1218","MNG","Mongolia",2020,4041.17414564367,NA,2.9,6.6,NA,NA,3294335,39,7677.37132106817,9892.93043189897,NA,NA,1.75,2.77225,2.5,4.825,35.4,33.4,NA,NA,621306,18945969
"1219","MNP","Northern Mariana Islands",2020,17302.9221368504,NA,NA,NA,NA,NA,49587,NA,4041.17414564367,10697.4974341019,NA,NA,2.9,1.9885,6.6,4.05,NA,33.4,NA,NA,3294335,14463542.75
"1220","MOZ","Mozambique",2020,456.581918375225,NA,4.713,29.5,NA,NA,31178239,127,17302.9221368504,7625.08509729651,NA,NA,NA,2.27466666666667,NA,4.16666666666667,NA,35.4,NA,NA,49587,14347106.5
"1221","MRT","Mauritania",2020,1836.29241098592,NA,4.455,7.5,NA,NA,4498604,464,456.581918375225,7369.51238048437,NA,NA,4.713,3.121,29.5,12.8666666666667,NA,35.4,NA,NA,31178239,8785866.75
"1222","MUS","Mauritius",2020,9011.04288445023,NA,1.44,6.9,NA,NA,1266014,84,1836.29241098592,5909.2426529638,NA,NA,4.455,4.02266666666667,7.5,14.5333333333333,NA,NA,NA,NA,4498604,9755191.25
"1223","MWI","Malawi",2020,621.417772482775,NA,3.995,17.2,NA,96.8,19377061,381,9011.04288445023,7151.70983766544,NA,NA,1.44,3.536,6.9,14.6333333333333,NA,NA,NA,NA,1266014,9248111
"1224","MYS","Malaysia",2020,10164.344431073,NA,1.818,3.2,NA,NA,33199993,21,621.417772482775,2981.33374657354,NA,NA,3.995,3.65075,17.2,15.275,NA,NA,96.8,96.8,19377061,14079979.5
"1225","NAM","Namibia",2020,4252.04172014353,NA,3.349,17.1,NA,NA,2489098,215,10164.344431073,5408.27437474798,NA,NA,1.818,2.927,3.2,8.7,NA,NA,NA,96.8,33199993,14585418
"1226","NCL","New Caledonia",2020,34877.6356349199,NA,2.05,5,NA,NA,271080,NA,4252.04172014353,6012.21170203738,NA,NA,3.349,2.6505,17.1,11.1,NA,NA,NA,96.8,2489098,14083041.5
"1227","NER","Niger",2020,564.841662320132,NA,6.892,14.2,NA,NA,24333639,441,34877.6356349199,12478.8598896548,NA,NA,2.05,2.803,5,10.625,NA,NA,NA,96.8,271080,13834308
"1228","NGA","Nigeria",2020,2074.61374785422,NA,5.309,14.2,NA,NA,208327405,1047,564.841662320132,12464.7158621141,NA,NA,6.892,3.52725,14.2,9.875,NA,NA,NA,NA,24333639,15073452.5
"1229","NIC","Nicaragua",2020,1877.10855537062,NA,2.349,17.9,NA,NA,6755895,78,2074.61374785422,10442.2831913094,NA,NA,5.309,4.4,14.2,12.625,NA,NA,NA,NA,208327405,58855305.5
"1230","NLD","Netherlands",2020,52162.5701150406,NA,1.54,2.5,26,NA,17441500,4,1877.10855537062,9848.54990011622,NA,NA,2.349,4.15,17.9,12.825,NA,NA,NA,NA,6755895,59922004.75
"1231","NOR","Norway",2020,68340.0181033702,NA,1.48,2.5,NA,NA,5379475,2,52162.5701150406,14169.7835201464,NA,NA,1.54,4.0225,2.5,12.2,26,26,NA,NA,17441500,64214609.75
"1232","NPL","Nepal",2020,1139.18989468388,NA,2.055,5.2,NA,NA,29348627,174,68340.0181033702,31113.5776304089,NA,NA,1.48,2.6695,2.5,9.275,NA,26,NA,NA,5379475,59476068.75
"1233","NRU","Nauru",2020,10124.7006220945,NA,3.571,NA,NA,NA,12315,NA,1139.18989468388,30879.7216671163,NA,NA,2.055,1.856,5.2,7.025,NA,26,NA,NA,29348627,14731374.25
"1234","NZL","New Zealand",2020,41785.6922905898,NA,1.61,2.5,NA,NA,5090200,7,10124.7006220945,32941.6196837973,NA,NA,3.571,2.1615,NA,3.4,NA,26,NA,NA,12315,13045479.25
"1235","OMN","Oman",2020,16707.6230063214,NA,2.687,2.7,NA,NA,4543399,17,41785.6922905898,30347.4002276846,NA,NA,1.61,2.179,2.5,3.4,NA,NA,NA,NA,5090200,9957654.25
"1236","PAK","Pakistan",2020,1322.31478539554,NA,3.555,16,NA,NA,227196741,154,16707.6230063214,17439.3014534224,NA,NA,2.687,2.48075,2.7,3.46666666666667,NA,NA,NA,NA,4543399,9748635.25
"1237","PAN","Panama",2020,13293.3331951688,NA,2.344,4.9,NA,NA,4294396,50,1322.31478539554,17485.0826761003,NA,NA,3.555,2.85575,16,7.06666666666667,NA,NA,NA,NA,227196741,59210663.75
"1238","PER","Peru",2020,6047.47546434312,NA,2.216,6.5,43.7,98.1,33304756,69,13293.3331951688,18277.2408193689,NA,NA,2.344,2.549,4.9,6.525,NA,NA,NA,NA,4294396,60281184
"1239","PHL","Philippines",2020,3224.42281121767,NA,2.777,5.1,NA,NA,112190977,78,6047.47546434312,9342.68661280721,NA,NA,2.216,2.7005,6.5,7.525,43.7,43.7,98.1,98.1,33304756,67334823
"1240","PLW","Palau",2020,14532.5583231468,NA,0.85,NA,NA,NA,17972,NA,3224.42281121767,5971.88656403128,NA,NA,2.777,2.723,5.1,8.125,NA,43.7,NA,98.1,112190977,94246717.5
"1241","PNG","Papua New Guinea",2020,2446.08468660615,NA,3.274,23.1,NA,NA,9749640,192,14532.5583231468,9274.4474484691,NA,NA,0.85,2.04675,NA,5.5,NA,43.7,NA,98.1,17972,37452025.25
"1242","POL","Poland",2020,15816.819050319,NA,1.39,2.5,28.5,NA,37899070,2,2446.08468660615,6562.63532132844,NA,NA,3.274,2.27925,23.1,11.5666666666667,NA,43.7,NA,98.1,9749640,38815836.25
"1243","PRI","Puerto Rico",2020,31427.4291136799,NA,0.922,NA,NA,NA,3281557,34,15816.819050319,9004.97121782241,NA,NA,1.39,2.07275,2.5,10.2333333333333,28.5,28.5,NA,NA,37899070,39964414.75
"1244","PRK","Korea, Dem. People's Rep.",2020,NA,NA,1.818,43.9,NA,NA,25867467,107,31427.4291136799,16055.722793438,NA,NA,0.922,1.609,NA,12.8,NA,28.5,NA,NA,3281557,12737059.75
"1245","PRT","Portugal",2020,22242.406417972,NA,1.41,2.5,34.7,NA,10297081,12,NA,16563.444283535,NA,NA,1.818,1.851,43.9,23.1666666666667,NA,28.5,NA,NA,25867467,19199433.5
"1246","PRY","Paraguay",2020,5353.34806456279,NA,2.497,3.5,43.5,NA,6618695,71,22242.406417972,23162.2181939903,NA,NA,1.41,1.385,2.5,16.3,34.7,31.6,NA,NA,10297081,19336293.75
"1247","PSE","West Bank and Gaza",2020,3233.56863835858,NA,3.57,NA,NA,98.7,4803269,20,5353.34806456279,19674.3945320716,NA,NA,2.497,1.66175,3.5,16.6333333333333,43.5,39.1,NA,NA,6618695,11516200
"1248","PYF","French Polynesia",2020,19185.6977702906,NA,1.705,5.4,NA,NA,301920,NA,3233.56863835858,10276.4410402978,NA,NA,3.57,2.32375,NA,16.6333333333333,NA,39.1,98.7,98.7,4803269,11896628
"1249","QAT","Qatar",2020,52315.6600806222,NA,1.816,NA,NA,NA,2760385,8,19185.6977702906,12503.755222796,NA,NA,1.705,2.2955,5.4,3.8,NA,39.1,NA,98.7,301920,5505241.25
"1250","ROU","Romania",2020,13047.4566563993,NA,1.8,2.5,34.6,72.3,19265250,10,52315.6600806222,20022.0686384585,NA,NA,1.816,2.397,NA,4.45,NA,43.5,NA,98.7,2760385,3621067.25
"1251","RUS","Russian Federation",2020,10108.3271484375,NA,1.505,2.5,33.7,NA,145245148,14,13047.4566563993,21945.5957864177,NA,NA,1.8,2.22275,2.5,3.95,34.6,34.6,72.3,85.5,19265250,6782706
"1252","RWA","Rwanda",2020,773.931800619504,5.2,3.873,32.4,NA,97.7,13146362,259,10108.3271484375,23664.2854139374,NA,NA,1.505,1.7065,2.5,3.46666666666667,33.7,34.15,NA,72.3,145245148,41893175.75
"1253","SAU","Saudi Arabia",2020,20398.0614331035,NA,2.465,4.3,NA,NA,35997107,16,773.931800619504,19061.3439215196,5.2,5.2,3.873,2.2485,32.4,12.4666666666667,NA,34.15,97.7,85,13146362,45104286.25
