"","iso3c","country","date","gdp_per_capita","teenage_mothers","total_fertility","prevalence_undernourishment","gini_index","prenatal_care","tot_pop","maternal_mortality","gdp_per_capita_one_year_before","gdp_per_capita_four_year_average","teenage_mothers_one_year_before","teenage_mothers_four_year_average","total_fertility_one_year_before","total_fertility_four_year_average","prevalence_undernourishment_one_year_before","prevalence_undernourishment_four_year_average","gini_index_one_year_before","gini_index_four_year_average","prenatal_care_one_year_before","prenatal_care_four_year_average","tot_pop_one_year_before","tot_pop_four_year_average"
"622","TCA","Turks and Caicos Islands",2017,25824.2561790985,NA,1.741,NA,NA,NA,39844,NA,862.325327610986,14302.6070427742,NA,NA,2.939,2.49775,16.8,11.6,NA,NA,NA,NA,18983373,5067305.25
"623","TCD","Chad",2017,662.897472963315,NA,6.537,26,NA,NA,15085884,1095,25824.2561790985,19802.6593917026,NA,NA,1.741,2.17925,NA,10.55,NA,NA,NA,NA,39844,4789418.75
"624","TGO","Togo",2017,813.394787167149,18.6,4.503,20,NA,77.9,7852795,425,662.897472963315,11207.4610427025,NA,NA,6.537,3.40675,26,15.7,NA,NA,NA,NA,15085884,8551236
"625","THA","Thailand",2017,6436.78965986703,NA,1.41,6.8,36.4,NA,70898202,29,813.394787167149,7040.71844170999,18.6,18.6,4.503,3.93,20,20.9333333333333,NA,NA,77.9,77.9,7852795,10490474
"626","TJK","Tajikistan",2017,844.365216932115,6.8,3.29,12.3,NA,91.8,8925525,18,6436.78965986703,8434.334524774,NA,18.6,1.41,3.54775,6.8,17.6,36.4,36.4,NA,77.9,70898202,23469181.25
"627","TKM","Turkmenistan",2017,6354.53282979422,NA,2.836,5.6,NA,NA,5968383,5,844.365216932115,2189.3617842324,6.8,12.7,3.29,3.935,12.3,16.275,NA,36.4,91.8,84.85,8925525,25690601.5
"628","TLS","Timor-Leste",2017,1285.5239757568,NA,3.596,26.1,NA,NA,1243235,256,6354.53282979422,3612.27062344013,NA,12.7,2.836,3.00975,5.6,11.175,NA,36.4,NA,84.85,5968383,23411226.25
"629","TON","Tonga",2017,4367.25660339844,NA,3.407,NA,NA,NA,105415,84,1285.5239757568,3730.30292058754,NA,6.8,3.596,2.783,26.1,12.7,NA,36.4,NA,91.8,1243235,21758836.25
"630","TTO","Trinidad and Tobago",2017,16258.7489291438,NA,1.662,12,NA,NA,1478607,28,4367.25660339844,3212.91965647039,NA,6.8,3.407,3.28225,NA,14.6666666666667,NA,NA,NA,91.8,105415,4060639.5
"631","TUN","Tunisia",2017,3569.71883883673,NA,2.221,2.6,NA,NA,11811443,38,16258.7489291438,7066.51558452331,NA,NA,1.662,2.87525,12,14.5666666666667,NA,NA,NA,NA,1478607,2198910
"632","TUR","Turkiye",2017,10695.550196231,NA,2.14,2.5,43.5,NA,80312698,17,3569.71883883673,6370.31208678394,NA,NA,2.221,2.7215,2.6,13.5666666666667,NA,NA,NA,NA,11811443,3659675
"633","TUV","Tuvalu",2017,4181.43658600984,NA,3.186,NA,NA,NA,10828,NA,10695.550196231,8722.81864190249,NA,NA,2.14,2.3575,2.5,5.7,43.5,43.5,NA,NA,80312698,23427040.75
"634","TZA","Tanzania",2017,975.904663085938,26.4,4.993,21.8,NA,98,56267032,280,4181.43658600984,8676.36363755534,NA,NA,3.186,2.30225,NA,5.7,NA,43.5,NA,NA,10828,23403394
"635","UGA","Uganda",2017,766.177604015442,NA,5.052,35.5,NA,NA,40127085,313,975.904663085938,4855.65257104088,26.4,26.4,4.993,3.135,21.8,8.96666666666667,NA,43.5,98,98,56267032,37100500.25
"636","UKR","Ukraine",2017,2638.32543945313,NA,1.374,2.5,26,NA,44880758,11,766.177604015442,4154.76726233555,NA,26.4,5.052,3.84275,35.5,19.9333333333333,NA,43.5,NA,98,40127085,44179410.75
"637","URY","Uruguay",2017,18995.3970195554,NA,1.796,2.5,39.5,NA,3422200,16,2638.32543945313,2140.46107314109,NA,26.4,1.374,3.65125,2.5,19.9333333333333,26,26,NA,98,44880758,35321425.75
"638","USA","United States",2017,60322.2614241747,NA,1.7655,2.5,41.2,NA,325122128,19,18995.3970195554,5843.95118152748,NA,26.4,1.796,3.30375,2.5,15.575,39.5,32.75,NA,98,3422200,36174268.75
"639","UZB","Uzbekistan",2017,1916.76462520814,NA,2.419,2.5,NA,NA,32388600,30,60322.2614241747,20680.5403717997,NA,NA,1.7655,2.496875,2.5,10.75,41.2,35.5666666666667,NA,NA,325122128,103388042.75
"640","VCT","St. Vincent and the Grenadines",2017,7996.67207402003,NA,1.932,3.6,NA,NA,105549,35,1916.76462520814,20968.1871270978,NA,NA,2.419,1.838625,2.5,2.5,NA,35.5666666666667,NA,NA,32388600,101453421.5
"641","VEN","Venezuela, RB",2017,NA,NA,2.294,23,NA,NA,30563433,175,7996.67207402003,22307.7737857396,NA,NA,1.932,1.978125,3.6,2.775,NA,40.35,NA,NA,105549,90259619.25
"642","VGB","British Virgin Islands",2017,NA,NA,0.872,NA,NA,NA,30060,NA,NA,23411.8993744676,NA,NA,2.294,2.102625,23,7.9,NA,41.2,NA,NA,30563433,97044927.5
"643","VIR","Virgin Islands (U.S.)",2017,35365.0693039774,NA,2.08,NA,NA,NA,107281,NA,NA,4956.71834961409,NA,NA,0.872,1.87925,NA,9.7,NA,NA,NA,NA,30060,15771910.5
"644","VNM","Viet Nam",2017,2992.07153198845,NA,1.93,6.4,NA,NA,94033048,52,35365.0693039774,21680.8706889987,NA,NA,2.08,1.7945,NA,13.3,NA,NA,NA,NA,107281,7701580.75
"645","VUT","Vanuatu",2017,3032.19702965604,NA,3.91,10.4,NA,NA,290239,94,2992.07153198845,19178.5704179829,NA,NA,1.93,1.794,6.4,14.7,NA,NA,NA,NA,94033048,31183455.5
"646","WSM","Samoa",2017,4261.64034322214,NA,4.183,7.9,NA,NA,207630,59,3032.19702965604,13796.4459552073,NA,NA,3.91,2.198,10.4,8.4,NA,NA,NA,NA,290239,23615157
"647","XKX","Kosovo",2017,4009.3538108854,NA,1.649,NA,29,NA,1791003,NA,4261.64034322214,11412.744552211,NA,NA,4.183,3.02575,7.9,8.23333333333333,NA,NA,NA,NA,207630,23659549.5
"648","YEM","Yemen, Rep.",2017,893.716500927815,NA,4.112,42.9,NA,NA,30034389,179,4009.3538108854,3573.81567893801,NA,NA,1.649,2.918,NA,8.23333333333333,29,29,NA,NA,1791003,24080480
"649","ZAF","South Africa",2017,6734.47515312493,NA,2.334,5.7,NA,NA,56641209,133,893.716500927815,3049.22692117285,NA,NA,4.112,3.4635,42.9,20.4,NA,29,NA,NA,30034389,8080815.25
"650","ZMB","Zambia",2017,1495.75213841021,NA,4.614,29.4,NA,NA,17298054,156,6734.47515312493,3974.79645204007,NA,NA,2.334,3.0695,5.7,18.8333333333333,NA,29,NA,NA,56641209,22168557.75
"651","ZWE","Zimbabwe",2017,1192.10701198862,NA,3.706,36.3,44.3,NA,14751101,366,1495.75213841021,3283.32440083709,NA,NA,4.614,3.17725,29.4,26,NA,29,NA,NA,17298054,26441163.75
"652","ABW","Aruba",2018,30918.483584133,NA,1.587,NA,NA,NA,105962,NA,1192.10701198862,2579.01270111289,NA,NA,3.706,3.6915,36.3,28.575,44.3,44.3,NA,NA,14751101,29681188.25
"653","AFG","Afghanistan",2018,492.090630986151,NA,5.002,24,NA,65.2,36686784,663,30918.483584133,10085.2044719142,NA,NA,1.587,3.06025,NA,23.8,NA,44.3,NA,NA,105962,22199081.5
"654","AGO","Angola",2018,2540.50887884546,NA,5.519,15.2,51.3,NA,31273533,233,492.090630986151,8524.60834137949,NA,NA,5.002,3.72725,24,29.9,NA,44.3,65.2,65.2,36686784,17210475.25
"655","ALB","Albania",2018,5287.66080067575,3.5,1.44,4.1,30.1,88.4,2866376,5,2540.50887884546,8785.79752648831,NA,NA,5.519,3.9535,15.2,25.1666666666667,51.3,47.8,NA,65.2,31273533,20704345
"656","AND","Andorra",2018,42904.8284559223,NA,NA,NA,NA,NA,75013,NA,5287.66080067575,9809.68597366009,3.5,3.5,1.44,3.387,4.1,14.4333333333333,30.1,40.7,88.4,76.8,2866376,17733163.75
"657","ARE","United Arab Emirates",2018,46722.2687193126,NA,1.356,3.8,26.4,NA,9140169,9,42904.8284559223,12806.2721916074,NA,3.5,NA,3.987,NA,14.4333333333333,NA,40.7,NA,76.8,75013,17725426.5
"658","ARG","Argentina",2018,11795.1627452798,NA,2.039,3.4,41.7,NA,44494502,34,46722.2687193126,24363.816713689,NA,3.5,1.356,2.77166666666667,3.8,7.7,26.4,35.9333333333333,NA,88.4,9140169,10838772.75
"659","ARM","Armenia",2018,4391.92326991474,NA,1.572,2.5,34.4,NA,2836557,25,11795.1627452798,26677.4801802976,NA,3.5,2.039,1.61166666666667,3.4,3.76666666666667,41.7,32.7333333333333,NA,88.4,44494502,14144015
"660","ASM","American Samoa",2018,13195.9358995539,NA,NA,NA,NA,NA,48424,NA,4391.92326991474,26453.5457976074,NA,NA,1.572,1.65566666666667,2.5,3.23333333333333,34.4,34.1666666666667,NA,NA,2836557,14136560.25
"661","ATG","Antigua and Barbuda",2018,18133.8226008953,NA,1.371,NA,NA,NA,91626,19,13195.9358995539,19026.3226585153,NA,NA,NA,1.65566666666667,NA,3.23333333333333,NA,34.1666666666667,NA,NA,48424,14129913
"662","AUS","Australia",2018,57273.5204750079,NA,1.74,2.5,34.3,NA,24963258,4,18133.8226008953,11879.2111289109,NA,NA,1.371,1.66066666666667,NA,2.95,NA,38.05,NA,NA,91626,11867777.25
"663","AUT","Austria",2018,51466.5565633634,NA,1.47,2.5,30.8,NA,8840521,6,57273.5204750079,23248.800561343,NA,NA,1.74,1.561,2.5,2.5,34.3,34.35,NA,NA,24963258,6984966.25
"664","AZE","Azerbaijan",2018,4739.7943123408,NA,1.73,2.5,NA,NA,9939771,28,51466.5565633634,35017.4588847051,NA,NA,1.47,1.527,2.5,2.5,30.8,32.55,NA,NA,8840521,8485957.25
"665","BDI","Burundi",2018,232.060616627711,NA,5.38,NA,NA,NA,11493472,518,4739.7943123408,32903.4234879018,NA,NA,1.73,1.57775,2.5,2.5,NA,32.55,NA,NA,9939771,10958794
"666","BEL","Belgium",2018,47544.9811472757,NA,1.62,2.5,27.2,NA,11427054,5,232.060616627711,28427.982991835,NA,NA,5.38,2.58,NA,2.5,NA,32.55,NA,NA,11493472,13809255.5
"667","BEN","Benin",2018,1194.43821512774,20.1,5.199,10.4,37.9,83.2,11940683,542,47544.9811472757,25995.8481599019,NA,NA,1.62,2.55,2.5,2.5,27.2,29,NA,NA,11427054,10425204.5
"668","BFA","Burkina Faso",2018,779.202768619387,25.1,5.069,14,43,80.2,20392723,277,1194.43821512774,13427.818572843,20.1,20.1,5.199,3.48225,10.4,5.13333333333333,37.9,32.55,83.2,83.2,11940683,11200245
"669","BGD","Bangladesh",2018,1963.31244102476,27.7,2.04,12.7,NA,81.9,163683958,172,779.202768619387,12437.6706869126,25.1,22.6,5.069,4.317,14,8.96666666666667,43,36.0333333333333,80.2,81.7,20392723,13813483
"670","BGR","Bulgaria",2018,9447.65589681469,NA,1.56,2.8,41.3,NA,7025037,7,1963.31244102476,12870.4836430119,27.7,24.3,2.04,3.482,12.7,9.9,NA,36.0333333333333,81.9,81.7666666666667,163683958,51861104.5
"671","BHR","Bahrain",2018,25415.8466249472,NA,1.93,NA,NA,NA,1487340,14,9447.65589681469,3346.15233039664,NA,24.3,1.56,3.467,2.8,9.975,41.3,40.7333333333333,NA,81.7666666666667,7025037,50760600.25
"672","BHS","Bahamas, The",2018,31389.9269978552,NA,1.412,NA,NA,NA,401906,77,25415.8466249472,9401.50443285151,NA,26.4,1.93,2.64975,NA,9.83333333333333,NA,42.15,NA,81.05,1487340,48147264.5
"673","BIH","Bosnia and Herzegovina",2018,6024.49314979655,NA,1.384,2.5,NA,NA,3400129,6,31389.9269978552,17054.1854901605,NA,27.7,1.412,1.7355,NA,7.75,NA,41.3,NA,81.9,401906,43149560.25
"674","BLR","Belarus",2018,6360.05310087258,NA,1.448,2.5,25.2,NA,9438785,1,6024.49314979655,18069.4806673534,NA,NA,1.384,1.5715,2.5,2.65,NA,41.3,NA,NA,3400129,3078603
"675","BLZ","Belize",2018,6001.02426184093,NA,2.345,5.3,NA,NA,382066,78,6360.05310087258,17297.5799683679,NA,NA,1.448,1.5435,2.5,2.5,25.2,25.2,NA,NA,9438785,3682040
"676","BMU","Bermuda",2018,113050.73688163,NA,1.3,NA,NA,NA,63918,NA,6001.02426184093,12443.8743775913,NA,NA,2.345,1.64725,5.3,3.43333333333333,NA,25.2,NA,NA,382066,3405721.5
"677","BOL","Bolivia",2018,3471.0069506501,NA,2.73,13.8,42.6,NA,11606905,171,113050.73688163,32859.076848535,NA,NA,1.3,1.61925,NA,3.43333333333333,NA,25.2,NA,NA,63918,3321224.5
"678","BRA","Brazil",2018,9121.02099480377,NA,1.749,2.5,53.9,NA,210166592,59,3471.0069506501,32220.7052987484,NA,NA,2.73,1.95575,13.8,7.2,42.6,33.9,NA,NA,11606905,5372918.5
"679","BRB","Barbados",2018,18335.9500586368,NA,1.619,2.5,NA,NA,279688,47,9121.02099480377,32910.9472722312,NA,NA,1.749,2.031,2.5,7.2,53.9,48.25,NA,NA,210166592,55554870.25
"680","BRN","Brunei Darussalam",2018,31240.5017887246,NA,1.848,NA,NA,NA,434274,45,18335.9500586368,35994.6787214302,NA,NA,1.619,1.8495,2.5,6.26666666666667,NA,48.25,NA,NA,279688,55529275.75
"681","BTN","Bhutan",2018,3389.77730275615,NA,1.569,NA,NA,NA,762096,57,31240.5017887246,15542.1199482038,NA,NA,1.848,1.9865,NA,6.26666666666667,NA,48.25,NA,NA,434274,55621864.75
"682","BWA","Botswana",2018,6947.81784114167,NA,2.903,26.4,NA,NA,2451409,162,3389.77730275615,15521.8125362303,NA,NA,1.569,1.69625,NA,2.5,NA,53.9,NA,NA,762096,52910662.5
"683","CAF","Central African Republic",2018,435.93229660798,NA,6.037,44.5,NA,NA,5094780,868,6947.81784114167,14978.5117478148,NA,NA,2.903,1.98475,26.4,14.45,NA,NA,NA,NA,2451409,981866.75
"684","CAN","Canada",2018,46539.1761570405,NA,1.51,2.5,32.5,NA,37072620,11,435.93229660798,10503.5073073076,NA,NA,6.037,3.08925,44.5,35.45,NA,NA,NA,NA,5094780,2185639.75
"685","CHE","Switzerland",2018,85217.3691512274,NA,1.52,2.5,33.1,NA,8514329,7,46539.1761570405,14328.1758993866,NA,NA,1.51,3.00475,2.5,24.4666666666667,32.5,32.5,NA,NA,37072620,11345226.25
"686","CHI","Channel Islands",2018,59433.3732360298,NA,1.435,NA,NA,NA,167259,NA,85217.3691512274,34785.0738615044,NA,NA,1.52,2.9925,2.5,18.975,33.1,32.8,NA,NA,8514329,13283284.5
"687","CHL","Chile",2018,15820.0333659534,NA,1.564,2.8,NA,NA,18701450,15,59433.3732360298,47906.4627102264,NA,NA,1.435,2.6255,NA,16.5,NA,32.8,NA,NA,167259,12712247
"688","CHN","China",2018,9905.40638304527,NA,1.554,2.5,38.5,99.6,1402760000,20,15820.0333659534,51752.4879775628,NA,NA,1.564,1.50725,2.8,2.6,NA,32.8,NA,NA,18701450,16113914.5
"689","CIV","Cote d'Ivoire",2018,2295.54033628198,NA,4.611,9,37.2,NA,25493988,522,9905.40638304527,42594.045534064,NA,NA,1.554,1.51825,2.5,2.6,38.5,35.8,99.6,99.6,1402760000,357535759.5
"690","CMR","Cameroon",2018,1593.33075337862,24,4.694,5.9,NA,87,25076747,424,2295.54033628198,21863.5883303276,NA,NA,4.611,2.291,9,4.76666666666667,37.2,37.85,NA,99.6,25493988,361780674.25
"691","COD","Congo, Dem. Rep.",2018,546.212593203883,NA,6.302,31,NA,82.4,87087355,543,1593.33075337862,7403.57770966482,24,24,4.694,3.10575,5.9,5.05,NA,37.85,87,93.3,25076747,368008046.25
"692","COG","Congo, Rep.",2018,2715.26041752917,NA,4.367,30.8,NA,NA,5441062,370,546.212593203883,3585.12251647744,NA,24,6.302,4.29025,31,12.1,NA,37.85,82.4,89.6666666666667,87087355,385104522.5
"693","COL","Colombia",2018,6782.03792028237,NA,1.787,4.6,50.4,NA,49276961,63,2715.26041752917,1787.58602509841,NA,24,4.367,4.9935,30.8,19.175,NA,37.2,NA,84.7,5441062,35774788
"694","COM","Comoros",2018,1531.33781011763,NA,4.196,11.7,NA,NA,776313,244,6782.03792028237,2909.21042109851,NA,24,1.787,4.2875,4.6,18.075,50.4,50.4,NA,84.7,49276961,41720531.25
"695","CPV","Cabo Verde",2018,3860.4548075811,NA,1.964,19.8,NA,98.8,571202,48,1531.33781011763,2893.71218528326,NA,NA,4.196,4.163,11.7,19.525,NA,50.4,NA,82.4,776313,35645422.75
"696","CRI","Costa Rica",2018,12383.1499522763,NA,1.709,3.1,48,97.6,5040734,18,3860.4548075811,3722.27273887757,NA,NA,1.964,3.0785,19.8,16.725,NA,50.4,98.8,98.8,571202,14016384.5
"697","CUB","Cuba",2018,8831.91040872027,NA,1.631,2.5,NA,NA,11328244,39,12383.1499522763,6139.24512256435,NA,NA,1.709,2.414,3.1,9.8,48,49.2,97.6,98.2,5040734,13916302.5
"698","CUW","Curacao",2018,19119.1243941688,NA,1.7,NA,NA,NA,159336,NA,8831.91040872027,6651.71324467383,NA,NA,1.631,2.375,2.5,9.275,NA,48,NA,98.2,11328244,4429123.25
"699","CYM","Cayman Islands",2018,85231.7751511594,NA,NA,NA,NA,NA,64884,NA,19119.1243941688,11048.6598906866,NA,NA,1.7,1.751,NA,8.46666666666667,NA,48,NA,98.2,159336,4274879
"700","CYP","Cyprus",2018,29419.88671875,NA,1.32,2.5,32.7,NA,1218831,59,85231.7751511594,31391.4899765812,NA,NA,NA,1.68,NA,2.8,NA,48,NA,97.6,64884,4148299.5
"701","CZE","Czechia",2018,23424.4804601855,NA,1.71,2.5,25,NA,10629928,3,29419.88671875,35650.6741681996,NA,NA,1.32,1.55033333333333,2.5,2.5,32.7,32.7,NA,NA,1218831,3192823.75
"702","DEU","Germany",2018,47939.2782884504,NA,1.57,2.5,31.9,NA,82905782,5,23424.4804601855,39298.8166810659,NA,NA,1.71,1.57666666666667,2.5,2.5,25,28.85,NA,NA,10629928,3018244.75
"703","DJI","Djibouti",2018,2755.83829341814,NA,2.929,19.4,NA,NA,1057198,257,47939.2782884504,46503.8551546363,NA,NA,1.57,1.53333333333333,2.5,2.5,31.9,29.8666666666667,NA,NA,82905782,23704856.25
"704","DMA","Dominica",2018,7833.19501250117,NA,1.617,6.4,NA,NA,70823,NA,2755.83829341814,25884.870940201,NA,NA,2.929,1.88225,19.4,6.725,NA,29.8666666666667,NA,NA,1057198,23952934.75
"705","DNK","Denmark",2018,61591.9288698958,NA,1.73,2.5,28.2,NA,5793636,5,7833.19501250117,20488.1980136388,NA,NA,1.617,1.9565,6.4,7.7,NA,28.45,NA,NA,70823,23665932.75
"706","DOM","Dominican Republic",2018,7947.15933093481,NA,2.381,5.7,43.7,NA,10765531,109,61591.9288698958,30030.0601160664,NA,NA,1.73,1.9615,2.5,7.7,28.2,30.05,NA,NA,5793636,22456859.75
"707","DZA","Algeria",2018,4640.31414537956,NA,3.023,2.5,NA,NA,41927007,79,7947.15933093481,20032.0303766875,NA,NA,2.381,2.16425,5.7,8.5,43.7,35.95,NA,NA,10765531,4421797
"708","ECU","Ecuador",2018,6316.46884119534,NA,2.133,11.9,45.4,NA,17015672,71,4640.31414537956,20503.1493396778,NA,NA,3.023,2.18775,2.5,4.275,NA,35.95,NA,NA,41927007,14639249.25
"709","EGY","Egypt, Arab Rep.",2018,2531.20007864537,NA,3.098,6.3,NA,NA,103740765,19,6316.46884119534,20123.9677968514,NA,NA,2.133,2.31675,11.9,5.65,45.4,39.1,NA,NA,17015672,18875461.5
"710","ERI","Eritrea",2018,NA,NA,4.056,NA,NA,NA,3445374,338,2531.20007864537,5358.78559903877,NA,NA,3.098,2.65875,6.3,6.6,NA,44.55,NA,NA,103740765,43362243.75
"711","ESP","Spain",2018,30379.7211126422,NA,1.26,2.5,34.7,NA,46797754,4,NA,4495.99435507342,NA,NA,4.056,3.0775,NA,6.9,NA,45.4,NA,NA,3445374,41532204.5
"712","EST","Estonia",2018,23165.8494786437,NA,1.67,2.5,30.3,NA,1321977,5,30379.7211126422,13075.7966774943,NA,NA,1.26,2.63675,2.5,6.9,34.7,40.05,NA,NA,46797754,42749891.25
"713","ETH","Ethiopia",2018,758.29769449458,NA,4.343,18,NA,NA,111129438,312,23165.8494786437,18692.2568899771,NA,NA,1.67,2.521,2.5,3.76666666666667,30.3,32.5,NA,NA,1321977,38826467.5
"714","FIN","Finland",2018,49987.6261584968,NA,1.41,2.5,27.3,NA,5515525,8,758.29769449458,18101.2894285935,NA,NA,4.343,2.83225,18,7.66666666666667,NA,32.5,NA,NA,111129438,40673635.75
"715","FJI","Fiji",2018,6073.39458217878,NA,2.53,6.9,NA,NA,918996,37,49987.6261584968,26072.8736110693,NA,NA,1.41,2.17075,2.5,6.375,27.3,30.7666666666667,NA,NA,5515525,41191173.5
"716","FRA","France",2018,41557.8548588876,NA,1.87,2.5,32.4,NA,67158348,8,6073.39458217878,19996.2919784535,NA,NA,2.53,2.48825,6.9,7.475,NA,28.8,NA,NA,918996,29721484
"717","FRO","Faroe Islands",2018,62576.8016380509,NA,2.5064,NA,NA,NA,50955,NA,41557.8548588876,24594.2933235144,NA,NA,1.87,2.53825,2.5,7.475,32.4,29.85,NA,NA,67158348,46180576.75
"718","FSM","Micronesia, Fed. Sts.",2018,3533.79188489935,NA,2.84,NA,NA,NA,110929,69,62576.8016380509,40048.9193094035,NA,NA,2.5064,2.0791,NA,3.96666666666667,NA,29.85,NA,NA,50955,18410956
"719","GAB","Gabon",2018,7694.90604516325,NA,3.679,19.5,NA,NA,2192012,229,3533.79188489935,28435.4607410042,NA,NA,2.84,2.4366,NA,4.7,NA,32.4,NA,NA,110929,17059807
"720","GBR","United Kingdom",2018,43203.8141057739,NA,1.68,2.5,33.7,NA,66460344,9,7694.90604516325,28840.8386067503,NA,NA,3.679,2.72385,19.5,11,NA,32.4,NA,NA,2192012,17378061
"721","GEO","Georgia",2018,4804.0546040444,NA,2.114,3.1,36.4,NA,3726549,26,43203.8141057739,29252.3284184719,NA,NA,1.68,2.67635,2.5,11,33.7,33.7,NA,NA,66460344,17203560
"722","GHA","Ghana",2018,2180.02971251463,NA,3.731,6.5,NA,97.1,30870641,273,4804.0546040444,14809.1416599702,NA,NA,2.114,2.57825,3.1,8.36666666666667,36.4,35.05,NA,NA,3726549,18122458.5
"723","GIB","Gibraltar",2018,NA,NA,1.879,NA,NA,NA,32648,NA,2180.02971251463,14470.701116874,NA,NA,3.731,2.801,6.5,7.9,NA,35.05,97.1,97.1,30870641,25812386.5
"724","GIN","Guinea",2018,944.417268657317,26,4.669,12.7,29.6,80.9,12554864,568,NA,16729.299474111,NA,NA,1.879,2.351,NA,4.03333333333333,NA,35.05,NA,97.1,32648,25272545.5
"725","GMB","Gambia, The",2018,683.324632754874,NA,4.972,17.8,NA,99,2444916,512,944.417268657317,2642.83386173878,26,26,4.669,3.09825,12.7,7.43333333333333,29.6,33,80.9,89,12554864,11796175.5
"726","GNB","Guinea-Bissau",2018,807.36100008415,NA,4.263,33.1,34.8,NA,1924955,648,683.324632754874,1269.25720464227,NA,26,4.972,3.81275,17.8,12.3333333333333,NA,29.6,99,92.3333333333333,2444916,11475767.25
"727","GNQ","Equatorial Guinea",2018,8719.18687590562,NA,4.513,NA,NA,NA,1502091,219,807.36100008415,811.700967165447,NA,26,4.263,3.94575,33.1,21.2,34.8,32.2,NA,89.95,1924955,4239345.75
"728","GRC","Greece",2018,19756.990456255,NA,1.35,2.5,32.9,NA,10732882,6,8719.18687590562,2788.57244435049,NA,26,4.513,4.60425,NA,21.2,NA,32.2,NA,89.95,1502091,4606706.5
"729","GRD","Grenada",2018,9574.3102711372,NA,2.063,NA,43.8,NA,121838,21,19756.990456255,7491.71574124991,NA,NA,1.35,3.7745,2.5,17.8,32.9,33.85,NA,99,10732882,4151211
"730","GRL","Greenland",2018,54545.135857765,NA,2,NA,NA,NA,56023,NA,9574.3102711372,9714.46215084549,NA,NA,2.063,3.04725,NA,17.8,43.8,37.1666666666667,NA,NA,121838,3570441.5
"731","GTM","Guatemala",2018,4485.75213495073,NA,2.743,14.1,NA,NA,16346950,98,54545.135857765,23148.9058652657,NA,NA,2,2.4815,NA,2.5,NA,38.35,NA,NA,56023,3103208.5
"732","GUM","Guam",2018,35873.0836267919,NA,2.671,NA,NA,NA,168678,NA,4485.75213495073,22090.547180027,NA,NA,2.743,2.039,14.1,8.3,NA,38.35,NA,NA,16346950,6814423.25
"733","GUY","Guyana",2018,6094.90982700936,NA,2.462,3.5,NA,NA,785514,118,35873.0836267919,26119.5704726612,NA,NA,2.671,2.36925,NA,14.1,NA,43.8,NA,NA,168678,4173372.25
"734","HKG","Hong Kong SAR, China",2018,48537.5668888343,NA,1.08,2.5,NA,NA,7452600,NA,6094.90982700936,25249.7203616292,NA,NA,2.462,2.469,3.5,8.8,NA,NA,NA,NA,785514,4339291.25
"735","HND","Honduras",2018,2457.6860424186,NA,2.46,14.1,48.9,NA,9792850,65,48537.5668888343,23747.8281193966,NA,NA,1.08,2.239,2.5,6.7,NA,NA,NA,NA,7452600,6188435.5
"736","HRV","Croatia",2018,15132.9554012394,NA,1.47,2.5,29.7,NA,4087843,5,2457.6860424186,23240.8115962635,NA,NA,2.46,2.16825,14.1,6.7,48.9,48.9,NA,NA,9792850,4549910.5
"737","HTI","Haiti",2018,1489.57841494125,NA,2.959,42.2,NA,NA,11012421,359,15132.9554012394,18055.7795398754,NA,NA,1.47,1.868,2.5,5.65,29.7,39.3,NA,NA,4087843,5529701.75
"738","HUN","Hungary",2018,16425.2050299693,NA,1.55,2.5,29.6,NA,9775564,15,1489.57841494125,16904.4466868584,NA,NA,2.959,1.99225,42.2,15.325,NA,39.3,NA,NA,11012421,8086428.5
"739","IDN","Indonesia",2018,3902.661675559,NA,2.234,5.9,36.3,NA,267066843,181,16425.2050299693,8876.35622214214,NA,NA,1.55,2.10975,2.5,15.325,29.6,36.0666666666667,NA,NA,9775564,8667169.5
"740","IMN","Isle of Man",2018,89425.8365374774,NA,1.621,NA,NA,NA,83775,NA,3902.661675559,9237.60013042724,NA,NA,2.234,2.05325,5.9,13.275,36.3,31.8666666666667,NA,NA,267066843,72985667.75
"741","IND","India",2018,1974.37773145023,NA,2.177,13.1,34.5,NA,1369003306,116,89425.8365374774,27810.8204144867,NA,NA,1.621,2.091,NA,16.8666666666667,NA,32.95,NA,NA,83775,71984650.75
"742","IRL","Ireland",2018,79446.9391085469,NA,1.75,2.5,30.6,NA,4867316,5,1974.37773145023,27932.020243614,NA,NA,2.177,1.8955,13.1,7.16666666666667,34.5,33.4666666666667,NA,NA,1369003306,411482372
"743","IRN","Iran, Islamic Rep.",2018,3850.75125291395,NA,1.968,7.2,37.4,NA,85617562,17,79446.9391085469,43687.4537632584,NA,NA,1.75,1.9455,2.5,7.16666666666667,30.6,33.8,NA,NA,4867316,410255310
"744","IRQ","Iraq",2018,5601.46706102705,NA,3.659,17.2,NA,87.6,40590700,72,3850.75125291395,43674.4761575971,NA,NA,1.968,1.879,7.2,7.6,37.4,34.1666666666667,NA,NA,85617562,364892989.75
"745","ISL","Iceland",2018,74452.1890731447,NA,1.71,2.5,NA,NA,352721,3,5601.46706102705,22718.3837884845,NA,NA,3.659,2.3885,17.2,10,NA,34.1666666666667,87.6,87.6,40590700,375019721
"746","ISR","Israel",2018,42406.8454263606,NA,3.09,2.5,38.6,NA,8882800,3,74452.1890731447,40837.8366239082,NA,NA,1.71,2.27175,2.5,7.35,NA,34,NA,87.6,352721,32857074.75
